csv_row_index,merged_row_index,match_flag,recovered_years_joined,Seller Link,Store Name,Year Joined,Total Products,Rating,Review Count,Followers,Total Revenue,Total Review,1 Start,2 Start,3 Start,4 Start,5 Start
1355,1374,,8,https://tiki.vn/cua-hang/que-viet?source_screen=product_detail&source_engine=organic,Quê Việt Official Store,2018,49,4.7,774,0,7076000,675.0,18.0,2.0,13.0,99.0,543.0
1356,1376,,7,https://tiki.vn/cua-hang/abma-viet-nam?source_screen=product_detail&source_engine=organic,ABMA VIỆT NAM,2019,86,4.5,509,0,795000,114.0,4.0,1.0,1.0,17.0,91.0
1357,1377,,6,https://tiki.vn/cua-hang/home1?source_screen=product_detail&source_engine=organic,Home1,2020,134,4.8,1200,813,9078000,67.0,2.0,0.0,1.0,3.0,61.0
1358,1378,,9,https://tiki.vn/cua-hang/thiet-bi-dung-cu?source_screen=product_detail&source_engine=organic,Thiết Bị Dụng Cụ,2017,597,4.5,1400,0,12264000,665.0,22.0,7.0,25.0,135.0,476.0
1359,1379,,4,https://tiki.vn/cua-hang/nha-cua-gau-meo?source_screen=product_detail&source_engine=organic,Nhà của Gấu mèo,2022,20,4.9,377,195,1032000,300.0,0.0,0.0,4.0,12.0,284.0
1360,1380,,2,https://tiki.vn/cua-hang/haphuongstore?source_screen=product_detail&source_engine=organic,HAPHUONGSTORE,2024,54,5.0,1,0,350050,2.0,0.0,0.0,0.0,0.0,2.0
1361,1381,,8,https://tiki.vn/cua-hang/anna-tran-shop?source_screen=product_detail&source_engine=organic,Anna Trần Shop,2018,180,4.1,872,79,143000,133.0,6.0,1.0,0.0,16.0,110.0
1362,1382,,6,https://tiki.vn/cua-hang/ino-store?source_screen=product_detail&source_engine=organic,Ino Store,2020,7,4.6,31,8,0,,,,,,
1363,1383,,8,https://tiki.vn/cua-hang/nguyen-ninh-media?source_screen=product_detail&source_engine=organic,Nguyễn Ninh Media,2018,78,4.1,1600,120,937000,122.0,8.0,5.0,3.0,20.0,86.0
1364,1384,,3,https://tiki.vn/cua-hang/hilo-candles-tiem-nen-thom?source_screen=product_detail&source_engine=organic,HiLo Candles Tiệm Nến Thơm,2023,2,0.0,0,0,0,,,,,,
1365,1385,,5,https://tiki.vn/cua-hang/bibabibo-official-store?source_screen=product_detail&source_engine=organic,Bibabibo Store,2021,44,4.7,359,194,440000,143.0,13.0,0.0,3.0,15.0,112.0
1366,1386,,7,https://tiki.vn/cua-hang/vnsport?source_screen=product_detail&source_engine=organic,VNSPORT,2019,69,4.7,1900,0,10782000,1223.0,11.0,6.0,28.0,209.0,969.0
1367,1387,,7,https://tiki.vn/cua-hang/tra-hung-phat?source_screen=product_detail&source_engine=organic,Trà Hùng Phát,2019,119,4.8,602,163,25946000,499.0,9.0,5.0,6.0,61.0,418.0
1368,1388,,7,https://tiki.vn/cua-hang/cong-ty-le-sang?source_screen=product_detail&source_engine=organic,Công ty TNHH LPS VINA,2019,63,4.7,4900,518,7866000,1617.0,20.0,11.0,36.0,236.0,1314.0
1369,1389,,4,https://tiki.vn/cua-hang/aolikes-sports?source_screen=product_detail&source_engine=organic,AOLIKES SPORTS,2022,264,4.3,128,0,7692000,122.0,14.0,2.0,2.0,18.0,86.0
1370,1390,,7,https://tiki.vn/cua-hang/sieu-thi-thiet-bi?source_screen=product_detail&source_engine=organic,Siêu Thị Thiết Bị,2019,1055,4.4,3100,546,13752000,1771.0,63.0,41.0,89.0,371.0,1207.0
1371,1391,,6,https://tiki.vn/cua-hang/sai-gon-cho-lon?source_screen=product_detail&source_engine=organic,Sài Gòn Chợ Lớn,2020,48,4.7,11000,2600,1615000,2834.0,20.0,6.0,48.0,372.0,2388.0
1372,1392,,5,https://tiki.vn/cua-hang/aeroco-coffee?source_screen=product_detail&source_engine=organic,AEROCO COFFEE,2021,24,4.9,203,224,8625000,141.0,1.0,1.0,0.0,10.0,129.0
1373,1393,,7,https://tiki.vn/cua-hang/hiep-mam?source_screen=product_detail&source_engine=organic,HIỆP MẮM,2019,36,4.6,387,0,1986000,368.0,6.0,6.0,10.0,87.0,259.0
1374,1394,,9,https://tiki.vn/cua-hang/navicom?source_screen=product_detail&source_engine=organic,NAVICOM,2017,247,4.6,299,0,11100000,228.0,6.0,1.0,8.0,30.0,183.0
1375,1395,,4,https://tiki.vn/cua-hang/dooson-vina?source_screen=product_detail&source_engine=organic,DOOSON VINA,2022,87,5.0,8,9,0,4.0,0.0,0.0,0.0,0.0,4.0
1376,1396,,5,https://tiki.vn/cua-hang/dau-mo-nhon?source_screen=product_detail&source_engine=organic,Dầu mỡ nhờn,2021,18,0.0,0,1,2390302,,,,,,
1377,1397,,4,https://tiki.vn/cua-hang/dau-nhot-va-phu-gia-o-to-bms?source_screen=product_detail&source_engine=organic,Dầu nhớt và Phụ gia Ô tô BMS,2022,30,5.0,1,1,900000,1.0,0.0,0.0,0.0,0.0,1.0
1378,1398,,6,https://tiki.vn/cua-hang/family68?source_screen=product_detail&source_engine=organic,family68,2020,14,3.9,181,38,3360280,3.0,0.0,0.0,0.0,1.0,2.0
1379,1399,,7,https://tiki.vn/cua-hang/zahan?source_screen=product_detail&source_engine=organic,Zahan,2019,91,4.4,150,522,0,,,,,,
1380,1400,,8,https://tiki.vn/cua-hang/vat-tu-dien-lanh-thuan-dung?source_screen=product_detail&source_engine=organic,VẬT TƯ ĐIỆN LẠNH THUẬN DUNG,2018,343,4.6,1600,439,3071446,546.0,17.0,4.0,14.0,104.0,407.0
1381,1401,,5,https://tiki.vn/cua-hang/baby-and-underwear-store?source_screen=product_detail&source_engine=organic,Baby and Underwear Store,2021,233,4.5,11000,2600,56026000,6460.0,289.0,103.0,225.0,985.0,4858.0
1382,1402,,7,https://tiki.vn/cua-hang/hong-thi-omniblend?source_screen=product_detail&source_engine=organic,JTC OmniBlend Official,2019,21,4.8,380,119,1374000,127.0,0.0,0.0,3.0,12.0,112.0
1383,1403,,6,https://tiki.vn/cua-hang/quan-camp?source_screen=product_detail&source_engine=organic,Quân Camp,2020,545,4.9,206,155,6737500,121.0,1.0,0.0,1.0,11.0,108.0
1384,1404,,4,https://tiki.vn/cua-hang/auto-finesse?source_screen=product_detail&source_engine=organic,Auto finesse,2022,89,5.0,1,18,0,,,,,,
1385,1405,,7,https://tiki.vn/cua-hang/cuckoo-vietnam?source_screen=product_detail&source_engine=organic,Cuckoo Vietnam,2019,21,4.2,24,404,1699000,7.0,1.0,0.0,0.0,2.0,4.0
1386,1406,,5,https://tiki.vn/cua-hang/rama-viet-nam?source_screen=product_detail&source_engine=organic,Thiết bị môi trường RM,2021,58,4.6,17,19,0,1.0,0.0,0.0,0.0,0.0,1.0
1387,1407,,5,https://tiki.vn/cua-hang/kepler-cook-official-store?source_screen=product_detail&source_engine=organic,KEPLERCOOK Official Store,2021,53,4.6,30,36,0,30.0,0.0,1.0,1.0,6.0,22.0
1388,1408,,8,https://tiki.vn/cua-hang/bacxinh925-hue-ngan?source_screen=product_detail&source_engine=organic,Huệ Ngân Jewellery,2018,674,4.4,36,43,0,36.0,2.0,0.0,2.0,11.0,21.0
1389,1409,,5,https://tiki.vn/cua-hang/phu-kien-bingo?source_screen=product_detail&source_engine=organic,Phụ Kiện Bingo,2021,752,4.4,560,60,10833049,280.0,27.0,7.0,9.0,32.0,205.0
1390,1410,,5,https://tiki.vn/cua-hang/ecohub?source_screen=product_detail&source_engine=organic,ECOHUB,2021,130,4.4,132,174,4279000,61.0,4.0,0.0,3.0,15.0,39.0
1391,1411,,8,https://tiki.vn/cua-hang/the-gioi-pin?source_screen=product_detail&source_engine=organic,Thế Giới Pin,2018,43,4.4,250,49,7620000,204.0,9.0,4.0,5.0,47.0,139.0
1392,1412,,8,https://tiki.vn/cua-hang/phan-le-friends?source_screen=product_detail&source_engine=organic,PHAN LỆ & FRIENDS,2018,215,4.8,2700,0,34239550,2091.0,16.0,9.0,35.0,218.0,1813.0
1393,1413,,3,https://tiki.vn/cua-hang/issho?source_screen=product_detail&source_engine=organic,issho,2023,11,5.0,1,3,0,1.0,0.0,0.0,0.0,0.0,1.0
1394,1414,,7,https://tiki.vn/cua-hang/estore-vn?source_screen=product_detail&source_engine=organic,Estore VN,2019,22,4.7,915,0,0,69.0,0.0,1.0,4.0,8.0,56.0
1395,1415,,5,https://tiki.vn/cua-hang/tan-doanh?source_screen=product_detail&source_engine=organic,Tân Doanh,2021,30,4.7,76,0,397700,18.0,2.0,0.0,0.0,2.0,14.0
1396,1416,,2,https://tiki.vn/cua-hang/araso-shop?source_screen=product_detail&source_engine=organic,Araso shop,2024,21,5.0,1,2,0,1.0,0.0,0.0,0.0,0.0,1.0
1397,1417,,6,https://tiki.vn/cua-hang/tan-a-dai-thanh-shop?source_screen=product_detail&source_engine=organic,Tân Á Đại Thành Official,2020,38,5.0,2,10,2450000,2.0,0.0,0.0,0.0,0.0,2.0
1398,1418,,6,https://tiki.vn/cua-hang/anthang?source_screen=product_detail&source_engine=organic,anthang,2020,210,4.7,183,52,225000,152.0,3.0,2.0,1.0,22.0,124.0
1399,1419,,7,https://tiki.vn/cua-hang/dien-may-sai-gon?source_screen=product_detail&source_engine=organic,Điện máy Sài Gòn,2019,63,4.8,40,12,3090000,35.0,1.0,0.0,0.0,3.0,31.0
1400,1420,,7,https://tiki.vn/cua-hang/kun93?source_screen=product_detail&source_engine=organic,Kun93,2019,735,4.1,2900,424,4719000,1081.0,69.0,18.0,71.0,262.0,661.0
1401,1421,,8,https://tiki.vn/cua-hang/agatajapan?source_screen=product_detail&source_engine=organic,agataJapan,2018,70,4.8,11,16,748000,2.0,0.0,0.0,0.0,0.0,2.0
1402,1422,,6,https://tiki.vn/cua-hang/yen-vi-shop?source_screen=product_detail&source_engine=organic,Yen Vi Shop,2020,43,4.6,2200,195,1527798,551.0,12.0,4.0,9.0,79.0,447.0
1403,1423,,6,https://tiki.vn/cua-hang/tuong-uot-chilica?source_screen=product_detail&source_engine=organic,Chilica Offical,2020,7,4.8,231,0,85800,130.0,0.0,3.0,0.0,14.0,113.0
1404,1424,,9,https://tiki.vn/cua-hang/luva-viet-nam?source_screen=product_detail&source_engine=organic,Luva Việt Nam,2017,18,4.2,322,29,1258000,228.0,20.0,10.0,27.0,43.0,128.0
1405,1425,,3,https://tiki.vn/cua-hang/drum-may-in?source_screen=product_detail&source_engine=organic,Drum máy in,2023,44,4.8,20,0,3961000,5.0,0.0,0.0,0.0,1.0,4.0
1406,1426,,2,https://tiki.vn/cua-hang/vien-thong-minh-duc?source_screen=product_detail&source_engine=organic,Viễn Thông Minh Đức,2024,18,4.9,83,7,16849000,37.0,0.0,1.0,1.0,4.0,31.0
1407,1427,,7,https://tiki.vn/cua-hang/bewise-shop?source_screen=product_detail&source_engine=organic,BEWISE SHOP,2019,22,4.5,1000,141,1290100,5.0,0.0,0.0,0.0,1.0,4.0
1408,1428,,7,https://tiki.vn/cua-hang/da-phong-thuy-black-mount?source_screen=product_detail&source_engine=organic,Đá Phong Thủy Black Mount,2019,70,4.9,16,10,0,14.0,0.0,0.0,0.0,1.0,13.0
1409,1429,,6,https://tiki.vn/cua-hang/phu-si-arigatou?source_screen=product_detail&source_engine=organic,Phú Sĩ Arigatou,2020,150,4.7,1400,1100,9340630,664.0,12.0,2.0,17.0,67.0,566.0
1410,1430,,7,https://tiki.vn/cua-hang/the-gioi-xay-dung?source_screen=product_detail&source_engine=organic,THẾ GIỚI XÂY DỰNG,2019,2000,4.4,1200,494,28675459,726.0,37.0,17.0,32.0,146.0,494.0
1411,1431,,5,https://tiki.vn/cua-hang/yen-sao-sanvinest-khanh-hoa?source_screen=product_detail&source_engine=organic,Yến sào Sanvinest Khánh Hòa,2021,112,4.9,1000,796,8132540,362.0,2.0,0.0,0.0,24.0,336.0
1412,1432,,7,https://tiki.vn/cua-hang/congnghemoi?source_screen=product_detail&source_engine=organic,congnghemoi,2019,2,4.0,7,0,0,2.0,0.0,1.0,0.0,0.0,1.0
1413,1433,,4,https://tiki.vn/cua-hang/hanh-sakara?source_screen=product_detail&source_engine=organic,Hạnh Sakara,2022,1,0.0,0,0,0,,,,,,
1414,1434,,5,https://tiki.vn/cua-hang/thao-duoc-herbio?source_screen=product_detail&source_engine=organic,THẢO DƯỢC HERBIO,2021,15,4.6,48,35,1377000,,,,,,
1415,1435,,6,https://tiki.vn/cua-hang/lemon-sa?source_screen=product_detail&source_engine=organic,Lemon SA,2020,127,4.7,400,129,1579000,245.0,3.0,1.0,4.0,32.0,205.0
1416,1436,,5,https://tiki.vn/cua-hang/muc-in-xerox?source_screen=product_detail&source_engine=organic,Mực In Xerox,2021,1128,3.7,47,21,7477600,10.0,1.0,0.0,0.0,4.0,5.0
1417,1437,,6,https://tiki.vn/cua-hang/gia-dung-tien-ich-minh-ngoc?source_screen=product_detail&source_engine=organic,GIA DỤNG TIỆN ÍCH MINH NGỌC,2020,320,4.7,1500,1700,17522935,899.0,12.0,9.0,20.0,123.0,735.0
1418,1438,,4,https://tiki.vn/cua-hang/nha-sach-trung-nguyen?source_screen=product_detail&source_engine=organic,NHÀ SÁCH TRUNG NGUYÊN,2022,40,4.9,10,3,0,8.0,0.0,0.0,0.0,1.0,7.0
1419,1439,,4,https://tiki.vn/cua-hang/dien-tu-ngoc-huan?source_screen=product_detail&source_engine=organic,Điện tử Ngọc Huân,2022,18,4.8,39,17,4138850,36.0,0.0,0.0,0.0,4.0,32.0
1420,1440,,6,https://tiki.vn/cua-hang/tlg-gold?source_screen=product_detail&source_engine=organic,TLG GOLD,2020,283,3.9,1900,393,3109400,53.0,10.0,3.0,3.0,11.0,26.0
1421,1441,,7,https://tiki.vn/cua-hang/aurum-group?source_screen=product_detail&source_engine=organic,AURUM GROUP,2019,35,4.6,5300,558,7308750,1821.0,106.0,40.0,51.0,186.0,1438.0
1422,1442,,3,https://tiki.vn/cua-hang/cong-ty-sx-tm-ecopine?source_screen=product_detail&source_engine=organic,CÔNG TY SX TM ECOPINE,2023,11,4.7,12,0,232000,11.0,1.0,0.0,0.0,0.0,10.0
1423,1443,,5,https://tiki.vn/cua-hang/de-nhat-yen-dao?source_screen=product_detail&source_engine=organic,Đệ Nhất Yến Đảo,2021,24,4.8,107,160,23160000,102.0,1.0,1.0,5.0,6.0,89.0
1424,1444,,7,https://tiki.vn/cua-hang/gia-dung-khanh-ngoc?source_screen=product_detail&source_engine=organic,GIA DỤNG KHÁNH NGỌC,2019,26,4.4,193,40,680000,108.0,8.0,0.0,8.0,13.0,79.0
1425,1445,,4,https://tiki.vn/cua-hang/hoasenhome?source_screen=product_detail&source_engine=organic,HOASENHOME,2022,285,4.7,100,59,0,13.0,0.0,0.0,0.0,2.0,11.0
1426,1446,,5,https://tiki.vn/cua-hang/chumocmilktea?source_screen=product_detail&source_engine=organic,Chumocmilktea,2021,97,4.5,767,165,408000,760.0,28.0,12.0,30.0,141.0,549.0
1427,1447,,5,https://tiki.vn/cua-hang/techshop-premium?source_screen=product_detail&source_engine=organic,AVTEK,2021,13,4.6,1000,0,2790000,158.0,11.0,2.0,4.0,13.0,128.0
1428,1448,,7,https://tiki.vn/cua-hang/kcons?source_screen=product_detail&source_engine=organic,KCONS,2019,28,5.0,6,0,200000,6.0,0.0,0.0,0.0,0.0,6.0
1429,1449,,6,https://tiki.vn/cua-hang/organic-stores?source_screen=product_detail&source_engine=organic,ORGANIC STORES,2020,56,4.7,1300,0,2263000,398.0,8.0,0.0,8.0,57.0,325.0
1430,1450,,7,https://tiki.vn/cua-hang/organicshop?source_screen=product_detail&source_engine=organic,OrganicShop,2019,63,4.4,514,0,1535000,217.0,5.0,4.0,7.0,35.0,166.0
1431,1451,,7,https://tiki.vn/cua-hang/sense-asia-company?source_screen=product_detail&source_engine=organic,SENSE ASIA GROUP,2019,35,4.8,181,0,0,178.0,3.0,1.0,3.0,18.0,153.0
1432,1452,,5,https://tiki.vn/cua-hang/bra-rosie?source_screen=product_detail&source_engine=organic,Bra Rosie,2021,384,4.6,1100,241,21396000,831.0,30.0,10.0,12.0,167.0,612.0
1433,1453,,5,https://tiki.vn/cua-hang/nagakawagroup?source_screen=product_detail&source_engine=organic,NagakawaGroup,2021,110,4.7,252,281,11109000,112.0,3.0,3.0,2.0,13.0,91.0
1434,1454,,5,https://tiki.vn/cua-hang/thegioimaychu?source_screen=product_detail&source_engine=organic,Thegioimaychu,2021,52,0.0,0,14,0,,,,,,
1435,1455,,7,https://tiki.vn/cua-hang/mppshop?source_screen=product_detail&source_engine=organic,MPPshop,2019,492,4.3,3300,886,1379500,445.0,39.0,15.0,26.0,78.0,287.0
1436,1456,,5,https://tiki.vn/cua-hang/thietbimavach?source_screen=product_detail&source_engine=organic,thietbimavach,2021,28,4.0,3,5,0,3.0,0.0,1.0,0.0,0.0,2.0
1437,1457,,7,https://tiki.vn/cua-hang/diamond-pets-shop?source_screen=product_detail&source_engine=organic,Diamond Pets Shop,2019,38,4.8,119,94,2936000,65.0,1.0,0.0,1.0,4.0,59.0
1438,1458,,8,https://tiki.vn/cua-hang/mam-xanh?source_screen=product_detail&source_engine=organic,mầm Xanh,2018,84,4.6,7100,392,3265800,2776.0,78.0,39.0,142.0,548.0,1969.0
1439,1459,,7,https://tiki.vn/cua-hang/the-gioi-balo-2?source_screen=product_detail&source_engine=organic,THÊ GIƠI BALO 2,2019,91,4.7,321,58,0,161.0,4.0,2.0,3.0,19.0,133.0
1440,1460,,6,https://tiki.vn/cua-hang/dc-the-gioi-phu-kien-cong-nghe-o-to?source_screen=product_detail&source_engine=organic,DC THẾ GIỚI PHỤ KIỆN CÔNG NGHỆ Ô TÔ,2020,271,4.4,1200,216,26884000,220.0,9.0,7.0,8.0,36.0,160.0
1441,1461,,7,https://tiki.vn/cua-hang/thiet-bi-ban-le?source_screen=product_detail&source_engine=organic,Thiết bị bán lẻ,2019,20,4.9,110,19,0,9.0,0.0,0.0,0.0,1.0,8.0
1442,1462,,8,https://tiki.vn/cua-hang/bach-tung-ps?source_screen=product_detail&source_engine=organic,Bách Tùng Ps,2018,137,4.8,735,0,7456390,197.0,1.0,1.0,1.0,6.0,188.0
1443,1463,,7,https://tiki.vn/cua-hang/shop-24719?source_screen=product_detail&source_engine=organic,Shop 24719,2019,668,4.0,2500,333,33260680,176.0,14.0,7.0,6.0,34.0,115.0
1444,1464,,6,https://tiki.vn/cua-hang/anp-living?source_screen=product_detail&source_engine=organic,ANP living,2020,53,4.5,1000,434,0,221.0,20.0,4.0,9.0,33.0,155.0
1445,1465,,6,https://tiki.vn/cua-hang/dau-nhot-nikko?source_screen=product_detail&source_engine=organic,Dầu Nhớt Nikko,2020,14,4.3,14,3,0,13.0,1.0,0.0,0.0,5.0,7.0
1446,1466,,7,https://tiki.vn/cua-hang/dien-may-ba-diem?source_screen=product_detail&source_engine=organic,Điện Máy Bà Điểm,2019,45,4.6,67,34,4423200,31.0,1.0,4.0,0.0,4.0,22.0
1447,1467,,5,https://tiki.vn/cua-hang/bosch-automotives-official-store?source_screen=product_detail&source_engine=organic,Bosch Automotive Official Store,2021,2,4.8,436,0,3776000,158.0,3.0,2.0,9.0,11.0,133.0
1448,1468,,6,https://tiki.vn/cua-hang/lovelyladyshop?source_screen=product_detail&source_engine=organic,Lovelyladyshop,2020,27,4.4,173,2400,18850000,58.0,1.0,1.0,3.0,6.0,47.0
1449,1469,,5,https://tiki.vn/cua-hang/nha-dep-pehouse?source_screen=product_detail&source_engine=organic,PEHOUSE OFFICIAL,2021,34,4.5,1900,2600,13795500,1028.0,35.0,16.0,35.0,141.0,801.0
1450,1470,,4,https://tiki.vn/cua-hang/chouihandmade?source_screen=product_detail&source_engine=organic,Chouihandmade,2022,29,4.8,101,88,297000,29.0,0.0,0.0,0.0,0.0,29.0
1451,1471,,5,https://tiki.vn/cua-hang/bioion-chat-luong-cuoc-song?source_screen=product_detail&source_engine=organic,Bioion Chất Lượng Cuộc Sống,2021,9,4.9,52,0,0,27.0,0.0,0.0,0.0,2.0,25.0
1452,1472,,6,https://tiki.vn/cua-hang/bentv-shop?source_screen=product_detail&source_engine=organic,BENTV SHOP,2020,14,4.6,861,94,694000,16.0,2.0,0.0,0.0,2.0,12.0
1453,1473,,5,https://tiki.vn/cua-hang/t-store-01?source_screen=product_detail&source_engine=organic,T Store 01,2021,10,4.5,171,21,140000,166.0,8.0,1.0,8.0,34.0,115.0
1454,1474,,6,https://tiki.vn/cua-hang/rooster-beers?source_screen=product_detail&source_engine=organic,Rooster Beers,2020,32,4.8,14,0,1149000,11.0,0.0,0.0,1.0,1.0,9.0
1455,1475,,7,https://tiki.vn/cua-hang/he-thong-head-khanh-an?source_screen=product_detail&source_engine=organic,Hệ thống HEAD Khánh An,2019,43,4.8,424,1100,88780000,104.0,1.0,0.0,2.0,5.0,96.0
1456,1476,,4,https://tiki.vn/cua-hang/mhi-store?source_screen=product_detail&source_engine=organic,MHI Store,2022,8,4.6,35,5,285000,35.0,2.0,0.0,1.0,4.0,28.0
1457,1477,,4,https://tiki.vn/cua-hang/minh-hoang-cycles?source_screen=product_detail&source_engine=organic,Minh Hoàng Cycles,2022,11,4.4,25,97,0,1.0,0.0,0.0,0.0,0.0,1.0
1458,1478,,7,https://tiki.vn/cua-hang/msoftvn?source_screen=product_detail&source_engine=organic,MSOFTVN,2019,430,4.6,622,250,27841140,543.0,14.0,6.0,16.0,101.0,406.0
1459,1272,,4,https://tiki.vn/cua-hang/zik-shop?source_screen=product_detail&source_engine=organic,ZIK SHOP,2022,1,0.0,0,0,0,,,,,,
1460,1480,,6,https://tiki.vn/cua-hang/the-wait-store?source_screen=product_detail&source_engine=organic,THE WAIT STORE,2020,100,4.8,128,24,393000,14.0,0.0,0.0,0.0,3.0,11.0
1461,1481,,4,https://tiki.vn/cua-hang/astonishstore?source_screen=product_detail&source_engine=organic,AstonishStore,2022,8,4.6,5,0,795000,2.0,0.0,0.0,0.0,1.0,1.0
1462,1482,,7,https://tiki.vn/cua-hang/4you?source_screen=product_detail&source_engine=organic,4you,2019,13,4.5,3500,212,12172000,121.0,5.0,6.0,9.0,14.0,87.0
1463,1483,,5,https://tiki.vn/cua-hang/quosom?source_screen=product_detail&source_engine=organic,QUOSOM,2021,16,4.9,680,1200,1765200,520.0,6.0,2.0,4.0,48.0,460.0
1464,1484,,6,https://tiki.vn/cua-hang/thanh-giac?source_screen=product_detail&source_engine=organic,Thanh Giác,2020,18,4.9,84,28,1614598,24.0,1.0,0.0,0.0,0.0,23.0
1465,1485,,4,https://tiki.vn/cua-hang/samsung-certified-store?source_screen=product_detail&source_engine=organic,SAMSUNG Certified Store,2022,6,4.7,297,3200,0,115.0,2.0,3.0,2.0,16.0,92.0
1466,1486,,8,https://tiki.vn/cua-hang/cong-ty-rang-dong-spca?source_screen=product_detail&source_engine=organic,CÔNG TY RẠNG ĐÔNG SPCA,2018,74,4.6,178,31,28000,134.0,3.0,2.0,6.0,26.0,97.0
1467,1487,,7,https://tiki.vn/cua-hang/mw-furniture?source_screen=product_detail&source_engine=organic,MW Furniture,2019,123,4.5,600,311,11632000,393.0,23.0,15.0,21.0,61.0,273.0
1468,1488,,4,https://tiki.vn/cua-hang/honda-big-bike-hoang-viet?source_screen=product_detail&source_engine=organic,Honda Big Bike Hoang Viet,2022,4,5.0,10,105,0,9.0,0.0,0.0,0.0,0.0,9.0
1469,1489,,8,https://tiki.vn/cua-hang/sieu-thi-linh-kien?source_screen=product_detail&source_engine=organic,Siêu Thị Linh Kiện,2018,432,4.4,10000,742,23268437,2006.0,153.0,54.0,143.0,446.0,1210.0
1470,1490,,5,https://tiki.vn/cua-hang/nhang-thien-nhien-moc-lam?source_screen=product_detail&source_engine=organic,Nhang Thiên Nhiên Mộc Lâm,2021,39,4.7,108,98,540000,104.0,1.0,1.0,0.0,27.0,75.0
1471,1491,,6,https://tiki.vn/cua-hang/dien-tu-thong-minh-shop?source_screen=product_detail&source_engine=organic,DIEN TU THONG MINH SHOP,2020,14,4.5,176,0,287000,44.0,7.0,0.0,3.0,11.0,23.0
1472,1492,,5,https://tiki.vn/cua-hang/medicare-official-store?source_screen=product_detail&source_engine=organic,MEDiCARE Official Store,2021,761,4.7,313,222,9715300,101.0,3.0,0.0,1.0,22.0,75.0
1473,1493,,6,https://tiki.vn/cua-hang/shop-dung-cu-ho-tro-lam-vuon?source_screen=product_detail&source_engine=organic,Shop Dụng Cụ Hỗ Trợ Làm Vườn,2020,155,4.7,1700,760,2232230,933.0,12.0,10.0,14.0,146.0,751.0
1474,1494,,7,https://tiki.vn/cua-hang/valishop?source_screen=product_detail&source_engine=organic,valishop,2019,32,4.5,1600,223,863460,1.0,0.0,0.0,0.0,0.0,1.0
1475,1495,,3,https://tiki.vn/cua-hang/vazco-shop?source_screen=product_detail&source_engine=organic,VAZCO Shop,2023,13,4.0,1,1,490000,1.0,0.0,0.0,0.0,1.0,0.0
1476,1496,,5,https://tiki.vn/cua-hang/halopetcung?source_screen=product_detail&source_engine=organic,HALOPETCUNG,2021,57,4.9,16,4,700000,12.0,0.0,0.0,0.0,3.0,9.0
1477,1497,,4,https://tiki.vn/cua-hang/philips-water-viet-nam?source_screen=product_detail&source_engine=organic,Philips Water Việt Nam,2022,52,4.8,58,649,2310000,51.0,0.0,0.0,0.0,9.0,42.0
1478,1498,,2,https://tiki.vn/cua-hang/smev-charger?source_screen=product_detail&source_engine=organic,SMEV CHARGER,2024,4,4.7,3,8,790000,3.0,0.0,0.0,0.0,1.0,2.0
1479,1499,,8,https://tiki.vn/cua-hang/boneco-viet-nam?source_screen=product_detail&source_engine=organic,BONECO Official Store,2018,35,4.6,118,819,0,80.0,1.0,3.0,1.0,3.0,72.0
1480,1500,,7,https://tiki.vn/cua-hang/he-thong-head-hong-duc-can-tho?source_screen=product_detail&source_engine=organic,Hệ thống HEAD Hồng Đức Cần Thơ,2019,6,4.9,355,467,0,,,,,,
1481,1501,,7,https://tiki.vn/cua-hang/nuoc-rua-xe-khong-cham?source_screen=product_detail&source_engine=organic,NƯỚC RỬA XE KHÔNG CHẠM,2019,61,4.6,913,98,3042000,755.0,26.0,7.0,23.0,168.0,532.0
1482,1502,,7,https://tiki.vn/cua-hang/yen-sao-hoang-kim?source_screen=product_detail&source_engine=organic,YẾN SÀO HOÀNG KIM,2019,16,0.0,0,3,0,,,,,,
1483,1503,,3,https://tiki.vn/cua-hang/holy-pet-food-i329443?source_screen=product_detail&source_engine=organic,Holy Pet Food,2023,43,4.5,4,0,204600,3.0,0.0,0.0,0.0,2.0,1.0
1484,1504,,8,https://tiki.vn/cua-hang/5star?source_screen=product_detail&source_engine=organic,5Star,2018,73,4.4,4400,480,1280000,3508.0,140.0,88.0,254.0,789.0,2237.0
1485,1505,,4,https://tiki.vn/cua-hang/tiem-cua-be-may?source_screen=product_detail&source_engine=organic,TIỆM CỦA BÉ MÂY,2022,79,5.0,32,12,3301000,,,,,,
1486,1506,,6,https://tiki.vn/cua-hang/the-gioi-thoi-trang-24h?source_screen=product_detail&source_engine=organic,Kính Mắt NTD,2020,22,4.5,1200,234,584000,48.0,1.0,1.0,5.0,8.0,33.0
1487,1507,,7,https://tiki.vn/cua-hang/may-loc-nuoc-pure-thai-lan?source_screen=product_detail&source_engine=organic,Máy lọc nước Pure Thái Lan,2019,10,4.7,37,12,0,37.0,0.0,1.0,1.0,6.0,29.0
1488,1508,,8,https://tiki.vn/cua-hang/shop-triumph?source_screen=product_detail&source_engine=organic,SHOP TRIUMPH,2018,183,4.5,3600,0,5588900,1287.0,38.0,20.0,62.0,209.0,958.0
1489,1509,,7,https://tiki.vn/cua-hang/vietlotus-foods?source_screen=product_detail&source_engine=organic,Vietlotus foods,2019,27,4.5,593,356,0,325.0,12.0,0.0,8.0,51.0,254.0
