job_index,strategy,n_bins,min_support,final_score,score_delta,n_selected_features,selected_features,cluster_sizes,alpha,mu_param,gamma,beta,final_numeric_phi,final_categorical_phi,final_numeric_weights,final_categorical_weights,final_numeric_weights_scaled,final_categorical_weights_scaled,silhouette_sample_std,silhouette_negative_fraction,cluster_assignments,status,error_message
149,kmeans,5,0.2,0.6288363055686049,0.2013505687286692,2,"fused_3_medium, fused_2_high","[202, 136, 520, 467, 474]",0.4,0.8,0.1,5.0,"{""fused_1"":0.5038246887525266,""fused_2"":0.20476561452531952,""fused_3"":0.4559364203407172,""fused_4"":0.33907708552629423,""fused_5"":0.42757847704940044}","{""fused_3_medium"":0.6902475073413281,""fused_2_high"":0.6372810248103752}","{""fused_1"":0.18437728872211964,""fused_2"":0.23092078671522076,""fused_3"":0.18903891431116274,""fused_4"":0.20356479644604752,""fused_5"":0.1920982138054494}","{""fused_3_medium"":0.4950101961571102,""fused_2_high"":0.5049898038428898}","{""fused_1"":0.9218864436105982,""fused_2"":1.1546039335761038,""fused_3"":0.9451945715558137,""fused_4"":1.0178239822302375,""fused_5"":0.960491069027247}","{""fused_3_medium"":0.9900203923142205,""fused_2_high"":1.0099796076857797}",0.1822412044398821,0.0083379655364091,"[2,2,2,2,2,4,3,0,3,4,0,4,0,3,3,2,4,3,2,2,2,3,2,2,2,3,4,4,4,2,3,4,2,3,3,4,3,4,3,3,3,2,4,4,2,2,3,3,4,0,2,1,4,2,4,3,3,3,2,4,2,2,2,3,4,3,4,2,3,2,2,3,3,4,2,3,2,4,4,3,4,3,4,3,3,3,2,2,4,2,2,4,2,2,4,4,0,3,2,2,4,0,4,4,3,0,3,3,4,2,4,4,4,4,3,3,2,2,3,3,3,4,4,4,3,3,3,0,2,3,3,3,3,4,3,3,2,3,2,3,4,2,0,2,2,3,2,4,2,4,2,3,3,2,2,3,4,2,4,2,2,1,2,4,3,2,4,4,2,2,4,3,2,4,4,3,2,0,0,2,3,2,3,3,0,4,4,4,3,4,2,2,3,2,2,4,2,2,4,3,3,4,2,2,0,3,4,1,2,2,4,2,3,2,3,4,4,4,2,3,3,2,2,3,2,4,2,4,2,3,2,2,4,2,4,4,3,2,2,4,4,3,2,2,3,3,3,2,4,0,0,2,4,2,2,3,4,2,3,2,4,2,2,3,4,2,3,3,4,2,4,3,3,2,1,2,3,2,3,2,2,2,4,3,2,3,3,2,2,1,3,4,2,3,3,3,3,4,2,2,2,2,2,2,4,4,4,4,4,4,3,2,4,3,3,4,4,3,3,3,3,2,0,3,4,2,4,2,4,3,2,0,3,2,4,2,4,3,4,4,4,2,2,3,2,3,3,4,2,2,3,2,2,2,4,3,4,4,2,2,3,2,2,3,4,4,4,3,2,3,3,4,2,4,4,4,3,4,4,3,2,4,3,2,4,2,2,3,4,3,2,2,0,3,2,3,2,4,4,3,2,3,4,3,4,2,3,1,2,4,4,4,3,4,2,0,3,3,4,3,4,3,4,3,2,2,3,3,3,3,4,4,0,3,2,3,2,2,3,2,3,2,0,2,1,4,4,3,4,4,1,2,1,4,4,0,4,2,3,3,4,3,2,4,2,3,4,3,3,3,3,3,4,2,4,0,2,2,2,3,2,3,3,3,4,3,0,0,2,3,2,4,2,3,2,4,4,0,4,1,3,3,2,4,3,2,2,4,4,2,2,4,2,3,3,3,4,3,2,2,2,3,2,4,4,3,2,4,2,4,4,2,4,3,2,2,4,3,2,3,2,4,0,3,3,0,3,4,2,2,2,0,4,2,2,2,0,2,4,3,3,3,4,4,4,2,2,3,2,2,4,3,0,3,4,0,3,4,4,3,3,0,2,1,4,2,3,3,4,4,3,3,2,3,3,3,3,2,2,4,2,3,3,2,2,3,3,2,4,3,2,3,3,0,3,4,3,1,4,4,4,3,4,3,2,3,3,4,4,1,3,4,3,4,3,2,4,3,3,0,3,4,3,4,4,3,2,3,3,3,2,2,4,4,4,4,2,3,3,2,0,2,2,3,2,4,2,3,2,2,1,2,4,2,3,0,4,0,2,0,2,3,0,3,2,3,3,4,2,2,3,3,3,3,3,3,0,3,3,3,4,4,3,1,3,2,2,2,3,0,2,4,2,3,4,3,1,2,0,4,2,3,2,3,3,1,3,2,2,0,2,3,2,0,0,4,3,2,2,1,2,3,4,2,3,2,1,4,1,1,4,4,0,1,4,2,1,3,4,3,3,0,4,1,3,4,4,4,4,4,2,4,2,2,4,3,2,2,3,1,3,2,2,2,2,2,4,4,0,4,4,0,2,4,2,2,3,2,2,2,4,0,2,4,3,2,4,3,2,2,2,3,0,4,2,1,4,2,0,2,3,2,3,2,3,3,2,0,3,0,4,3,2,3,1,4,3,3,2,2,4,0,2,3,3,4,3,2,3,3,2,1,3,4,4,2,0,4,0,2,4,2,3,3,3,1,4,4,4,3,3,4,4,4,2,4,2,0,2,4,2,1,3,4,4,1,3,0,2,4,0,2,3,0,2,4,1,4,2,1,0,4,1,2,4,0,4,4,3,3,4,3,4,3,2,3,4,0,4,4,2,3,0,2,3,1,2,0,4,3,3,4,3,0,2,3,3,4,0,2,4,2,2,2,4,3,4,3,4,2,4,4,3,4,4,2,2,2,3,4,2,2,2,4,2,3,0,0,2,4,0,3,2,2,4,1,1,1,4,1,0,1,3,3,3,2,4,4,0,1,2,3,4,2,2,4,4,3,0,2,4,1,4,0,4,0,0,2,3,3,2,2,2,4,0,1,3,0,1,1,2,4,3,3,3,3,4,3,4,4,1,1,4,2,2,3,3,4,4,4,1,2,1,1,4,0,0,3,4,3,1,1,0,0,4,2,1,4,1,4,2,4,1,4,4,4,0,4,3,2,2,3,0,1,4,4,3,1,1,4,0,2,4,2,4,4,0,2,1,3,2,0,4,0,1,2,0,1,0,4,1,1,2,2,3,2,4,3,3,2,2,1,4,2,0,2,0,4,2,2,2,2,2,4,3,2,0,3,2,1,0,3,2,4,3,3,1,4,3,4,3,4,4,3,1,4,4,0,3,4,4,4,4,1,1,0,2,1,0,4,4,1,3,2,2,0,4,3,2,2,2,3,4,1,1,2,4,0,0,2,4,4,4,0,4,2,3,1,3,2,3,2,2,2,3,2,1,0,4,0,3,1,1,3,4,2,3,2,4,3,2,1,2,4,4,3,0,1,3,4,2,2,0,1,2,3,4,3,0,1,4,2,4,1,2,4,0,4,0,0,2,0,2,1,2,4,0,1,0,1,2,4,2,4,4,1,4,2,1,3,1,1,2,2,2,4,1,2,3,3,4,0,0,0,1,2,1,4,2,3,2,0,0,3,4,2,4,2,4,1,2,2,1,2,4,3,2,2,3,4,3,2,3,3,3,1,3,2,2,4,2,2,4,2,3,0,2,4,0,2,3,3,2,3,2,3,3,2,2,2,4,4,4,0,4,4,0,3,0,4,4,2,3,2,4,3,2,2,2,2,0,4,0,3,2,2,2,4,2,4,0,2,0,2,1,2,3,3,3,3,3,4,4,3,2,0,1,1,0,0,2,3,3,4,0,4,0,4,2,3,2,2,3,1,2,2,0,0,4,3,2,0,4,4,2,0,4,0,3,4,3,4,2,1,0,4,4,4,4,4,2,3,4,4,3,4,3,2,4,4,3,3,2,4,1,2,2,3,3,3,3,4,2,2,2,4,2,2,2,2,4,4,2,2,4,3,4,0,3,1,4,0,3,4,4,4,2,3,4,2,4,3,4,4,0,1,4,4,0,2,0,3,1,0,2,0,2,3,3,3,3,0,2,1,0,1,2,4,4,0,1,0,0,3,2,3,0,2,4,2,3,2,3,1,4,3,3,4,4,4,3,3,2,2,4,3,3,2,4,1,1,2,2,4,3,0,1,2,2,0,3,2,0,1,3,4,3,1,2,2,2,2,4,0,4,4,3,3,0,3,1,2,2,2,0,4,3,1,3,0,0,4,3,2,4,4,4,0,0,3,2,3,4,1,4,0,0,4,2,2,3,4,1,0,2,3,4,3,1,1,3,2,0,4,0,2,0,2,1,4,2,0,2,2,2,0,4,0,0,0,3,2,2,3,2,2,3,3,0,3,4,3,4,0,3,0,4,3,2,1,4,4,0,3,2,3,2,4,3,4,2,0,4,4,3,4,2,1,4,2,0,3,1,4,2,3,0,3,3,2,2,1,2,4,1,4,3,3,4,2,3,3,2,0,3,2,2,3,4,2,0,2,4,2,3,3,0,4,2,3,0,2,2,1,3,4,2,1,2,0,4,4,2,0,3,3,4,2,2,4,1,4,4,4,3,4,1,4,4,0,3,4,2,2,2,1,0,3,3,3,2,2,0,3,3,3,2,0,4,0,2,4,2,3,3,4,4,2,4,4,0,2,0,4,0,3,4,4,2,3,4,4,2,2,0,4,4,3,1,0,2,1,0,0,0,3,3,0,1,3,2,2,1,4,0,1,1,0,4]",ok,
150,kmeans,5,0.15,0.6554703185265524,0.2279845816866166,3,"fused_1_veryhigh, fused_1_high, fused_2_veryhigh","[303, 115, 416, 733, 232]",0.1,0.9,0.1,5.0,"{""fused_1"":0.27161807513355024,""fused_2"":0.2933228844378418,""fused_3"":0.526665722507293,""fused_4"":0.4243048468982352,""fused_5"":0.43036426660579774}","{""fused_1_veryhigh"":0.6526193506065308,""fused_1_high"":0.6528339518072566,""fused_2_veryhigh"":0.716105038682203}","{""fused_1"":0.21672271025921416,""fused_2"":0.21259723077042275,""fused_3"":0.18365820127427768,""fused_4"":0.19385392192463977,""fused_5"":0.1931679357714457}","{""fused_1_veryhigh"":0.33591124583598764,""fused_1_high"":0.33588363703729357,""fused_2_veryhigh"":0.32820511712671874}","{""fused_1"":1.0836135512960707,""fused_2"":1.0629861538521137,""fused_3"":0.9182910063713884,""fused_4"":0.9692696096231989,""fused_5"":0.9658396788572285}","{""fused_1_veryhigh"":1.007733737507963,""fused_1_high"":1.0076509111118808,""fused_2_veryhigh"":0.9846153513801562}",0.1216975985854335,0.0022234574763757,"[2,3,2,2,0,0,3,4,3,2,1,0,4,3,3,2,0,3,2,2,3,3,3,2,3,3,0,0,2,3,3,0,2,3,2,2,3,2,3,3,2,2,0,0,3,2,2,3,2,4,3,1,0,0,0,2,3,3,0,0,3,2,2,3,3,3,2,2,2,3,3,3,3,0,3,2,3,2,0,3,2,3,0,2,3,3,2,2,0,2,3,2,0,3,0,0,4,3,3,3,0,4,3,0,3,4,3,3,0,2,0,3,0,0,3,3,3,0,3,3,3,0,3,0,3,3,3,4,3,3,2,3,3,2,3,3,3,2,3,0,0,2,4,3,0,3,2,0,3,0,0,3,3,2,2,3,2,3,0,3,2,4,3,0,3,2,0,2,3,3,3,3,2,2,0,3,3,1,4,3,3,3,2,2,4,0,0,3,3,0,2,3,2,2,2,2,2,3,2,3,2,2,2,3,4,3,0,1,0,3,2,3,3,3,3,2,2,0,3,3,3,3,2,2,2,0,2,3,3,3,3,3,0,2,2,0,3,2,0,2,0,3,2,2,3,3,3,2,0,4,1,3,0,2,2,3,2,3,3,0,3,2,2,3,2,3,3,3,2,0,0,3,2,2,1,3,3,3,3,2,3,3,3,2,0,3,3,3,3,1,3,2,3,3,3,3,2,0,3,2,0,3,3,2,0,0,3,0,2,0,4,2,2,3,3,0,0,3,2,3,3,3,4,3,2,2,0,3,0,3,3,4,3,3,0,1,2,2,3,2,0,3,3,3,2,3,3,2,2,0,2,3,3,3,3,3,2,3,3,3,3,3,2,3,3,0,0,3,0,3,3,2,3,0,3,2,3,0,2,3,3,0,3,3,2,2,2,3,0,2,2,3,1,3,2,2,2,2,0,3,3,3,0,3,0,2,3,4,3,0,2,2,3,0,2,4,2,2,0,3,2,4,0,2,3,2,2,3,3,3,0,0,4,4,2,3,0,3,3,2,3,0,4,3,4,0,0,0,3,3,4,3,4,2,0,4,2,3,2,3,0,3,0,2,2,3,0,3,3,2,3,3,0,2,0,4,3,2,2,3,2,2,2,3,0,3,4,4,2,2,2,0,2,3,3,0,0,4,2,1,3,3,3,2,3,3,0,0,0,2,3,2,3,3,3,3,0,2,2,3,2,3,3,3,0,2,2,0,2,3,0,3,2,3,0,3,2,3,0,3,3,0,4,0,3,4,3,0,2,2,3,4,0,3,0,2,4,3,0,2,3,3,0,0,0,3,2,3,2,2,2,3,4,3,2,4,3,3,0,0,3,4,3,4,3,3,3,3,0,0,3,3,2,3,3,3,2,3,3,2,3,3,3,2,3,3,3,3,0,2,3,3,3,4,2,2,3,4,2,0,2,3,2,3,2,3,3,0,0,1,2,0,2,0,3,2,0,3,3,4,3,2,3,2,2,3,2,3,3,3,0,3,0,0,0,0,2,3,3,0,4,2,2,3,0,2,2,3,3,2,1,3,0,2,3,4,3,4,2,4,2,3,4,3,2,3,3,2,3,3,3,3,3,3,3,3,4,3,3,3,2,2,3,1,3,3,3,3,3,4,3,0,2,3,0,3,1,3,4,2,3,3,2,3,3,1,3,3,3,4,3,2,3,4,4,3,3,3,3,1,3,3,0,3,2,2,1,0,4,4,3,3,4,4,2,3,1,3,0,4,3,4,0,4,3,0,3,2,2,3,2,3,3,2,3,0,2,3,3,4,3,3,3,3,3,3,0,0,4,0,2,1,3,0,0,2,2,3,2,3,0,4,3,0,2,2,0,3,2,2,3,3,4,0,3,1,0,3,4,3,3,3,3,3,3,3,2,1,3,4,0,3,2,3,1,0,3,3,2,3,3,4,3,3,3,3,3,0,3,3,3,1,3,3,0,2,4,0,4,2,0,2,3,3,2,4,0,3,0,3,3,2,0,0,3,0,0,4,3,0,3,1,3,0,2,4,3,1,3,0,1,2,3,4,3,0,1,0,3,4,4,0,4,2,0,4,0,0,3,3,2,3,0,3,3,3,3,4,2,0,3,3,4,0,3,1,2,1,3,3,3,2,3,4,2,4,3,2,4,3,0,3,3,2,2,3,2,3,0,3,0,0,4,3,3,3,2,3,3,2,3,0,3,0,3,3,4,1,3,3,4,2,3,0,2,1,4,4,2,4,4,1,3,3,3,3,2,0,1,4,3,2,3,2,3,2,0,2,4,3,2,1,0,4,2,4,4,2,3,3,3,0,3,3,4,1,2,1,1,4,2,0,3,3,3,3,0,3,0,0,1,1,3,3,3,3,3,0,3,0,1,3,1,4,2,1,1,3,0,4,4,1,4,4,0,3,1,2,1,0,2,2,1,3,3,3,4,0,3,2,3,3,4,4,0,3,3,1,4,0,4,3,0,2,2,2,4,3,4,3,3,4,3,4,1,3,4,1,4,0,1,4,2,2,3,3,0,3,3,2,3,4,2,2,1,3,4,0,3,3,0,3,3,0,3,2,4,0,2,4,4,2,3,2,3,3,1,2,3,0,2,0,0,3,4,0,2,4,3,0,2,0,0,1,1,4,3,1,4,0,2,1,3,2,2,4,0,3,2,2,2,3,3,1,1,3,2,4,4,3,3,0,2,4,3,3,3,4,3,3,3,2,3,3,3,2,1,4,0,4,3,4,4,2,2,3,3,3,3,3,3,1,3,2,2,3,4,4,3,2,2,3,4,1,3,3,2,3,4,1,0,2,0,1,2,2,4,3,4,4,2,4,2,4,2,2,4,4,4,1,3,2,2,0,2,1,0,2,1,3,4,1,3,3,3,3,1,2,3,3,2,4,4,4,1,3,4,0,3,3,3,4,4,3,3,3,0,3,3,1,0,0,4,3,3,3,0,2,3,2,3,3,3,3,3,1,3,3,3,3,0,3,2,3,3,4,2,3,4,3,3,2,3,3,3,3,3,3,3,0,0,0,0,4,2,0,1,2,4,2,0,2,3,2,0,3,3,3,2,2,4,0,4,3,3,3,2,2,3,0,1,0,4,2,4,3,3,3,3,0,3,3,0,3,3,4,1,4,4,4,3,3,3,2,4,2,4,2,3,3,3,2,3,4,3,0,4,4,2,3,2,4,2,2,3,4,0,4,2,3,2,0,0,1,4,2,2,2,2,0,3,2,2,2,3,0,3,3,2,2,3,3,0,2,1,3,0,3,3,3,3,3,3,2,3,0,3,3,3,2,0,0,3,3,3,3,2,4,3,1,3,4,3,0,2,0,3,3,2,2,0,3,0,2,4,4,0,0,4,3,4,3,1,4,2,4,3,3,3,3,3,1,3,1,4,4,3,0,0,4,1,4,4,2,3,3,4,3,0,0,3,2,3,1,2,3,3,2,2,0,3,3,3,2,2,3,3,3,0,1,4,0,2,0,3,4,1,3,2,4,3,2,4,1,3,2,3,1,2,3,2,3,2,4,0,0,3,2,4,3,1,3,3,3,4,0,3,1,3,4,4,2,3,3,2,0,0,4,4,3,3,2,0,1,2,4,4,0,2,3,3,0,1,4,2,3,2,3,4,1,3,2,4,0,4,2,1,2,1,2,3,4,3,3,3,4,2,4,4,4,3,2,2,2,3,3,2,2,4,3,2,3,0,4,3,4,2,3,3,1,0,3,1,3,2,3,2,0,3,0,3,1,0,0,3,3,3,1,0,2,4,3,4,3,3,3,4,3,2,3,3,1,2,0,1,0,2,2,2,2,3,3,3,4,3,3,3,3,2,3,1,0,0,0,3,3,1,2,2,2,4,2,2,1,4,2,3,1,3,4,2,2,2,4,3,3,2,3,3,0,1,0,0,2,2,0,4,0,3,1,2,0,2,3,2,1,1,2,3,3,3,0,4,3,3,3,3,4,3,4,3,2,2,3,3,2,2,2,2,0,1,3,4,2,4,3,2,0,3,3,0,0,2,0,4,0,3,3,4,4,2,1,4,1,4,3,3,4,1,3,0,2,1,2,4,4,1,1,2]",ok,
151,kmeans,5,0.1,0.6308637378698465,0.2033780010299107,3,"fused_5_high, fused_4_medium, fused_2_veryhigh+fused_5_veryhigh","[159, 1311, 134, 127, 68]",0.4,0.8,0.8,2.0,"{""fused_1"":0.2425027683500104,""fused_2"":0.6485251865097432,""fused_3"":0.7177351771890877,""fused_4"":0.20188499587374442,""fused_5"":0.6065196368364125}","{""fused_5_high"":0.15075352197093844,""fused_4_medium"":0.152230282174843,""fused_2_veryhigh+fused_5_veryhigh"":0.14249291165744551}","{""fused_1"":0.30185752443231,""fused_2"":0.11287346558747155,""fused_3"":0.10198926797596708,""fused_4"":0.362589032460317,""fused_5"":0.12069070954393445}","{""fused_5_high"":0.3280547951954385,""fused_4_medium"":0.32487239114728556,""fused_2_veryhigh+fused_5_veryhigh"":0.3470728136572758}","{""fused_1"":1.50928762216155,""fused_2"":0.5643673279373578,""fused_3"":0.5099463398798354,""fused_4"":1.8129451623015849,""fused_5"":0.6034535477196722}","{""fused_5_high"":0.9841643855863156,""fused_4_medium"":0.9746171734418567,""fused_2_veryhigh+fused_5_veryhigh"":1.0412184409718275}",0.1312805264618149,0.0011117287381878,"[1,1,1,2,1,1,1,4,1,1,3,3,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,0,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,2,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,0,1,1,2,1,2,4,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,0,1,1,2,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,4,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,1,0,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,4,3,2,1,1,1,2,1,2,1,1,4,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,4,1,1,3,1,1,2,2,1,3,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,1,1,4,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,4,1,2,1,1,1,1,1,1,1,0,1,1,2,1,3,2,4,1,4,2,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,0,1,1,1,1,1,3,1,1,1,1,1,1,0,1,2,3,1,1,2,1,1,0,1,1,1,2,1,1,1,4,4,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,3,1,1,0,1,1,0,1,1,3,1,0,1,0,1,1,1,1,3,1,1,2,1,2,1,1,1,1,1,2,1,1,3,1,1,1,1,1,3,1,1,0,1,1,1,1,1,1,2,1,1,4,1,1,1,1,1,1,1,1,3,2,4,1,2,0,1,1,3,1,1,2,1,1,1,1,1,3,1,0,1,1,2,1,0,1,1,1,1,2,1,3,1,1,1,3,1,1,1,1,1,0,1,1,1,1,4,1,3,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,0,1,1,1,0,1,3,1,1,3,1,1,3,1,1,0,1,1,0,2,1,0,1,1,3,1,1,1,1,3,1,1,1,1,1,1,4,1,1,1,2,4,1,1,0,2,3,1,1,1,1,1,4,1,3,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,4,1,1,1,1,0,0,0,1,0,3,0,1,1,1,2,1,1,3,0,1,1,1,1,1,3,1,1,4,1,3,0,1,3,1,3,0,1,1,1,1,1,1,1,4,0,1,3,0,0,2,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,0,3,0,0,1,1,3,1,1,3,0,0,4,4,1,2,0,1,0,1,1,1,0,1,2,2,4,1,1,1,2,1,3,1,1,1,1,2,0,1,4,3,1,2,3,1,4,1,0,1,1,3,1,0,0,1,3,0,0,1,0,0,1,2,1,1,1,1,1,2,1,0,1,1,3,1,4,1,1,1,1,1,1,1,1,1,4,2,1,0,4,2,1,1,1,1,0,1,1,1,1,3,1,1,2,3,3,3,2,1,1,1,1,0,0,0,2,0,3,1,1,0,1,1,1,1,1,1,2,1,1,1,3,0,0,1,1,2,4,1,1,1,1,2,1,1,1,0,1,3,1,1,1,1,1,1,0,3,1,3,1,0,0,1,1,1,1,1,1,1,1,0,1,3,1,1,0,1,1,1,2,1,3,2,1,1,2,1,3,0,1,2,1,0,1,1,0,1,4,3,1,0,1,0,1,3,4,0,0,0,1,1,1,1,1,0,1,2,0,1,0,0,1,1,1,2,0,1,1,1,1,4,4,4,0,1,0,1,1,1,1,4,3,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,4,1,3,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,1,3,3,1,0,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,1,1,1,1,1,1,2,1,3,2,0,1,1,1,1,2,1,1,1,1,1,3,0,0,3,4,1,1,1,1,0,3,4,1,1,2,1,1,1,0,1,1,0,2,1,1,1,3,1,1,1,2,1,3,1,1,1,1,1,0,4,1,3,1,1,1,2,2,1,1,1,1,1,1,3,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,2,3,2,1,1,1,1,1,1,1,3,1,1,4,1,0,1,0,1,1,1,1,1,2,1,2,1,2,1,1,4,0,1,1,3,1,4,1,0,2,1,4,1,1,1,1,1,2,1,0,3,0,1,1,1,4,0,0,3,1,1,1,3,1,1,1,2,1,1,0,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,4,1,1,0,0,1,1,1,0,1,2,1,1,3,4,1,1,1,1,3,1,0,2,1,1,0,1,1,0,1,0,3,1,1,1,1,1,1,3,3,1,1,1,1,0,1,4,3,1,1,1,1,1,0,0,2,1,1,1,0,0,1,2,3,1,4,1,3,1,0,3,1,3,1,1,1,3,1,3,3,2,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,3,1,1,1,0,1,2,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,0,1,1,4,1,0,1,1,1,3,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,0,1,1,1,1,1,3,1,1,1,3,1,2,0,3,3,1,0,1,0,1,1,1,4,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,3,1,1,0,3,1,1,1,1,2,4,1,1,1,1,0,3,3,2,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,1,1,1,1,1,1,1,1,3,3,2,1,0,4,1,0,4,3,4,1,1,2,0,1,1,1,0,3,3,0,0,3,1]",ok,
152,kmeans,7,1.0,0.4274857368399357,0.0,0,,[],,,,,,,,,,,,,,baseline_no_features,
153,kmeans,7,0.95,0.4274857368399357,0.0,0,,[],,,,,,,,,,,,,,baseline_no_features,
154,kmeans,7,0.9,0.4274857368399357,0.0,0,,[],,,,,,,,,,,,,,baseline_no_features,
155,kmeans,7,0.85,0.4274857368399357,0.0,0,,[],,,,,,,,,,,,,,baseline_no_features,
156,kmeans,7,0.8,0.4274857368399357,0.0,0,,[],,,,,,,,,,,,,,baseline_no_features,
157,kmeans,7,0.75,0.4274857368399357,0.0,0,,[],,,,,,,,,,,,,,baseline_no_features,
158,kmeans,7,0.7,0.4274857368399357,0.0,0,,[],,,,,,,,,,,,,,baseline_no_features,
159,kmeans,7,0.65,0.4274857368399357,0.0,0,,[],,,,,,,,,,,,,,baseline_no_features,
160,kmeans,7,0.6,0.4274857368399357,0.0,0,,[],,,,,,,,,,,,,,baseline_no_features,
161,kmeans,7,0.55,0.4274857368399357,0.0,0,,[],,,,,,,,,,,,,,baseline_no_features,
162,kmeans,7,0.5,0.4274857368399357,0.0,0,,[],,,,,,,,,,,,,,baseline_no_features,
163,kmeans,7,0.45,0.4274857368399357,0.0,0,,[],,,,,,,,,,,,,,baseline_no_features,
