job_index,strategy,n_bins,min_support,silhouette_score,n_selected_features,selected_features,cluster_sizes,mu_param,gamma,beta,status,error_message
35,uniform,5,0.2,0.5510509610176086,66,"fused_5_low, fused_10_verylow+fused_4_veryhigh, fused_1_low, fused_10_verylow+fused_2_high+fused_5_verylow+fused_6_verylow, fused_10_verylow+fused_4_high, fused_11_high+fused_3_low, fused_10_verylow+fused_9_low, fused_11_high+fused_2_high, fused_2_high+fused_5_verylow+fused_6_verylow+fused_8_high, fused_3_low+fused_7_high, fused_11_veryhigh+fused_1_medium+fused_5_verylow+fused_6_verylow, fused_10_verylow+fused_9_medium, fused_1_medium+fused_2_high+fused_3_low+fused_5_verylow+fused_6_verylow, fused_10_verylow+fused_7_medium, fused_2_high+fused_3_low+fused_4_high+fused_6_verylow+fused_9_medium, fused_10_verylow+fused_3_low+fused_5_verylow+fused_6_verylow, fused_11_high+fused_6_low, fused_10_low+fused_9_medium, fused_1_medium+fused_2_high+fused_5_verylow+fused_8_high, fused_2_high+fused_3_low+fused_5_verylow+fused_8_high, fused_3_low+fused_5_verylow+fused_7_medium, fused_4_high+fused_8_high+fused_9_medium, fused_1_medium+fused_2_high+fused_4_high+fused_6_verylow+fused_9_medium, fused_3_low+fused_8_high+fused_9_medium, fused_3_low+fused_8_medium, fused_1_medium+fused_2_high+fused_3_low+fused_6_verylow+fused_9_medium, fused_1_medium+fused_5_verylow+fused_7_medium, fused_10_verylow+fused_11_veryhigh+fused_5_verylow+fused_6_verylow, fused_11_veryhigh+fused_2_high+fused_3_low+fused_5_verylow+fused_6_verylow, fused_10_verylow+fused_11_veryhigh+fused_3_low+fused_6_verylow, fused_11_high+fused_8_high, fused_1_medium+fused_5_verylow+fused_6_verylow+fused_8_high, fused_2_high+fused_4_high+fused_5_verylow+fused_9_medium, fused_4_high+fused_6_verylow+fused_8_high, fused_2_high+fused_3_low+fused_6_verylow+fused_8_high, fused_1_medium+fused_3_low+fused_4_high+fused_6_verylow+fused_9_medium, fused_6_verylow+fused_8_high+fused_9_medium, fused_1_medium+fused_2_high+fused_5_verylow+fused_6_verylow+fused_9_medium, fused_1_medium+fused_4_high+fused_5_verylow+fused_6_verylow+fused_9_medium, fused_3_low+fused_4_high+fused_5_verylow+fused_9_medium, fused_3_low+fused_4_high+fused_5_verylow+fused_6_verylow, fused_11_veryhigh+fused_6_verylow+fused_8_high, fused_1_medium+fused_2_high+fused_6_verylow+fused_8_high, fused_10_verylow+fused_1_medium+fused_2_high+fused_6_verylow, fused_2_high+fused_8_high+fused_9_medium, fused_10_verylow+fused_2_high+fused_3_low+fused_6_verylow, fused_11_veryhigh+fused_4_high+fused_6_verylow, fused_1_medium+fused_2_high+fused_3_low+fused_4_high+fused_9_medium, fused_10_verylow+fused_6_verylow+fused_8_high, fused_11_veryhigh+fused_3_low+fused_6_verylow+fused_9_medium, fused_1_medium+fused_2_high+fused_4_high+fused_5_verylow+fused_6_verylow, fused_11_veryhigh+fused_5_verylow+fused_6_verylow+fused_9_medium, fused_1_medium+fused_2_high+fused_3_low+fused_8_high, fused_2_high+fused_5_verylow+fused_6_verylow+fused_7_medium, fused_5_verylow+fused_7_medium+fused_8_high, fused_10_verylow+fused_1_medium+fused_5_verylow+fused_6_verylow, fused_1_medium+fused_2_high+fused_3_low+fused_5_verylow+fused_9_medium, fused_2_high+fused_4_high+fused_8_high, fused_1_medium+fused_2_high+fused_3_low+fused_4_high+fused_6_verylow, fused_1_medium+fused_8_high+fused_9_medium, fused_1_medium+fused_3_low+fused_5_verylow+fused_6_verylow+fused_9_medium, fused_1_medium+fused_3_low+fused_5_verylow+fused_8_high, fused_5_verylow+fused_8_high+fused_9_medium, fused_1_medium+fused_2_high+fused_7_medium, fused_2_high+fused_3_low+fused_5_verylow+fused_6_verylow+fused_9_medium, fused_11_veryhigh+fused_1_medium+fused_2_high+fused_3_low+fused_6_verylow","[207, 1372, 81, 83, 56]",0.6,0.1,2.0,ok,
36,uniform,5,0.15,0.5504627823829651,100,"fused_11_high+fused_6_low, fused_10_low+fused_9_medium, fused_11_high+fused_8_high, fused_11_high+fused_5_low, fused_2_medium, fused_3_low+fused_5_low, fused_11_veryhigh+fused_1_medium+fused_2_high+fused_3_low+fused_5_verylow+fused_6_verylow, fused_1_medium+fused_2_high+fused_5_verylow+fused_6_verylow+fused_7_medium, fused_7_high+fused_9_medium, fused_1_high, fused_5_low+fused_6_low, fused_7_low, fused_1_medium+fused_2_high+fused_3_low+fused_5_verylow+fused_6_verylow+fused_8_high, fused_2_high+fused_3_low+fused_5_verylow+fused_6_verylow+fused_7_medium, fused_10_verylow+fused_4_veryhigh+fused_9_low, fused_5_low+fused_7_high, fused_10_verylow+fused_2_high+fused_5_verylow+fused_6_verylow+fused_8_high, fused_1_medium+fused_2_high+fused_3_low+fused_4_high+fused_5_verylow+fused_6_verylow+fused_9_medium, fused_10_verylow+fused_11_high, fused_1_medium+fused_2_high+fused_3_low+fused_5_verylow+fused_7_medium, fused_11_high+fused_5_verylow, fused_1_medium+fused_2_high+fused_5_verylow+fused_7_medium+fused_8_high, fused_10_verylow+fused_3_low+fused_6_verylow+fused_9_medium, fused_11_veryhigh+fused_1_medium+fused_2_high+fused_3_low+fused_6_verylow+fused_9_medium, fused_2_high+fused_5_verylow+fused_6_verylow+fused_7_medium+fused_8_high, fused_9_high, fused_1_low+fused_4_veryhigh, fused_11_high+fused_6_verylow, fused_11_veryhigh+fused_1_medium+fused_3_low+fused_5_verylow+fused_6_verylow+fused_9_medium, fused_2_high+fused_3_low+fused_5_verylow+fused_7_medium+fused_8_high, fused_11_veryhigh+fused_2_high+fused_3_low+fused_4_high+fused_6_verylow+fused_9_medium, fused_10_verylow+fused_3_medium, fused_10_verylow+fused_11_veryhigh+fused_1_medium+fused_5_verylow+fused_6_verylow, fused_10_verylow+fused_11_veryhigh+fused_2_high+fused_3_low+fused_5_verylow+fused_6_verylow, fused_10_verylow+fused_4_veryhigh+fused_6_verylow, fused_11_veryhigh+fused_2_high+fused_3_low+fused_5_verylow+fused_6_verylow+fused_9_medium, fused_2_high+fused_3_low+fused_4_high+fused_6_verylow+fused_8_high+fused_9_medium, fused_1_medium+fused_5_verylow+fused_6_verylow+fused_7_medium+fused_8_high, fused_10_verylow+fused_4_high+fused_5_verylow+fused_6_verylow, fused_11_high+fused_1_medium, fused_11_veryhigh+fused_1_medium+fused_2_high+fused_5_verylow+fused_6_verylow+fused_9_medium, fused_1_medium+fused_2_high+fused_3_low+fused_5_verylow+fused_8_high+fused_9_medium, fused_4_high+fused_5_verylow+fused_6_verylow+fused_7_medium, fused_10_verylow+fused_5_verylow+fused_6_verylow+fused_9_medium, fused_11_veryhigh+fused_1_medium+fused_3_low+fused_4_high+fused_6_verylow+fused_9_medium, fused_2_high+fused_3_low+fused_7_high, fused_10_verylow+fused_1_low+fused_9_low, fused_5_verylow+fused_6_verylow+fused_7_medium+fused_9_medium, fused_1_medium+fused_2_high+fused_4_high+fused_5_verylow+fused_6_verylow+fused_8_high, fused_10_low+fused_4_high, fused_10_verylow+fused_1_medium+fused_6_verylow+fused_8_high, fused_10_verylow+fused_4_high+fused_8_high, fused_6_verylow+fused_8_medium, fused_10_verylow+fused_4_high+fused_6_verylow+fused_9_medium, fused_11_high+fused_2_high+fused_3_low, fused_11_veryhigh+fused_1_medium+fused_2_high+fused_3_low+fused_4_high+fused_6_verylow, fused_1_medium+fused_3_low+fused_4_high+fused_5_verylow+fused_8_high, fused_10_verylow+fused_1_medium+fused_2_high+fused_3_low+fused_5_verylow+fused_6_verylow, fused_10_verylow+fused_2_high+fused_4_high+fused_5_verylow, fused_10_verylow+fused_2_high+fused_5_verylow+fused_6_verylow+fused_7_medium, fused_11_veryhigh+fused_3_low+fused_5_verylow+fused_6_verylow+fused_7_medium, fused_2_high+fused_3_low+fused_8_medium, fused_11_veryhigh+fused_1_medium+fused_4_high+fused_5_verylow+fused_6_verylow+fused_9_medium, fused_1_medium+fused_2_high+fused_5_verylow+fused_6_verylow+fused_8_high+fused_9_medium, fused_2_high+fused_4_high+fused_5_verylow+fused_7_medium, fused_10_low+fused_3_low, fused_1_medium+fused_2_high+fused_3_low+fused_4_high+fused_6_verylow+fused_8_high, fused_1_medium+fused_2_high+fused_3_low+fused_6_verylow+fused_8_high+fused_9_medium, fused_1_medium+fused_3_low+fused_4_high+fused_6_verylow+fused_8_high+fused_9_medium, fused_10_verylow+fused_11_veryhigh+fused_1_medium+fused_2_high+fused_3_low+fused_6_verylow, fused_10_verylow+fused_11_veryhigh+fused_6_verylow+fused_8_high, fused_10_verylow+fused_3_low+fused_4_high, fused_11_medium, fused_11_veryhigh+fused_1_medium+fused_2_high+fused_4_high+fused_6_verylow+fused_9_medium, fused_11_veryhigh+fused_2_high+fused_4_high+fused_5_verylow+fused_6_verylow, fused_1_medium+fused_2_high+fused_4_high+fused_6_verylow+fused_8_high+fused_9_medium, fused_11_veryhigh+fused_2_high+fused_3_low+fused_5_verylow+fused_6_verylow+fused_8_high, fused_10_verylow+fused_1_medium+fused_2_high+fused_6_verylow+fused_9_medium, fused_10_verylow+fused_3_low+fused_6_verylow+fused_8_high, fused_11_veryhigh+fused_2_high+fused_5_verylow+fused_6_verylow+fused_7_medium, fused_11_veryhigh+fused_3_low+fused_4_high+fused_5_verylow+fused_6_verylow+fused_9_medium, fused_1_medium+fused_4_high+fused_5_verylow+fused_6_verylow+fused_8_high+fused_9_medium, fused_10_verylow+fused_1_medium+fused_2_high+fused_4_high+fused_6_verylow, fused_10_verylow+fused_3_low+fused_6_verylow+fused_7_medium, fused_11_veryhigh+fused_1_medium+fused_2_high+fused_5_verylow+fused_6_verylow+fused_8_high, fused_11_veryhigh+fused_1_medium+fused_3_low+fused_6_verylow+fused_8_high, fused_1_medium+fused_2_high+fused_3_low+fused_4_high+fused_8_high+fused_9_medium, fused_1_medium+fused_3_low+fused_5_verylow+fused_6_verylow+fused_7_medium, fused_1_medium+fused_3_low+fused_5_verylow+fused_7_medium+fused_8_high, fused_1_medium+fused_7_high, fused_10_verylow+fused_11_veryhigh+fused_6_verylow+fused_7_medium, fused_11_high+fused_9_medium, fused_2_high+fused_3_low+fused_4_high+fused_5_verylow+fused_6_verylow+fused_8_high, fused_2_high+fused_3_low+fused_5_verylow+fused_6_verylow+fused_8_high+fused_9_medium, fused_3_low+fused_6_verylow+fused_7_high, fused_10_verylow+fused_6_verylow+fused_9_low, fused_1_medium+fused_2_high+fused_5_verylow+fused_7_medium+fused_9_medium, fused_1_medium+fused_4_high+fused_5_verylow+fused_7_medium, fused_2_high+fused_3_low+fused_4_high+fused_5_verylow+fused_8_high+fused_9_medium, fused_2_high+fused_5_low","[137, 1444, 60, 72, 86]",0.7,0.7,3.0,ok,
37,uniform,5,0.1,0.22009935975074768,152,"fused_11_high+fused_2_high+fused_3_low, fused_2_high+fused_3_low+fused_8_medium, fused_11_high+fused_5_low+fused_6_low, fused_11_high+fused_2_high+fused_5_verylow, fused_11_high+fused_3_low+fused_8_high, fused_11_high+fused_3_low+fused_6_low, fused_5_low+fused_8_medium, fused_8_medium+fused_9_medium, fused_11_high+fused_2_high+fused_8_high, fused_11_high+fused_3_low+fused_5_low, fused_4_veryhigh+fused_7_low, fused_3_low+fused_5_low+fused_7_high, fused_11_high+fused_1_medium+fused_2_high, fused_10_verylow+fused_1_low+fused_4_veryhigh+fused_9_low, fused_11_high+fused_2_high+fused_4_high, fused_11_high+fused_3_low+fused_9_medium, fused_11_high+fused_4_medium+fused_6_low, fused_10_low+fused_8_high+fused_9_medium, fused_10_verylow+fused_2_medium+fused_4_veryhigh, fused_10_verylow+fused_7_low, fused_10_verylow+fused_4_veryhigh+fused_7_medium, fused_1_medium+fused_8_medium, fused_2_high+fused_3_low+fused_5_low, fused_11_high+fused_2_high+fused_6_low, fused_6_low+fused_7_high, fused_10_low+fused_5_verylow+fused_9_medium, fused_10_verylow+fused_7_high, fused_11_high+fused_2_high+fused_9_medium, fused_11_high+fused_5_verylow+fused_6_verylow, fused_3_low+fused_4_high+fused_6_verylow+fused_7_high+fused_9_medium, fused_11_high+fused_2_high+fused_6_verylow, fused_11_high+fused_6_low+fused_8_high, fused_10_verylow+fused_11_veryhigh+fused_2_high+fused_3_low+fused_5_verylow+fused_6_verylow+fused_7_medium, fused_10_verylow+fused_11_veryhigh+fused_1_medium+fused_2_high+fused_3_low+fused_5_verylow+fused_6_verylow+fused_8_high, fused_10_low+fused_4_high+fused_6_verylow+fused_9_medium, fused_5_medium, fused_1_medium+fused_4_veryhigh, fused_10_verylow+fused_3_low+fused_4_veryhigh+fused_6_verylow, fused_11_high+fused_4_high+fused_9_medium, fused_11_veryhigh+fused_1_medium+fused_2_high+fused_3_low+fused_5_verylow+fused_6_verylow+fused_7_medium+fused_8_high, fused_2_veryhigh+fused_8_high, fused_3_medium+fused_6_verylow, fused_11_high+fused_1_medium+fused_9_medium, fused_11_high+fused_5_low+fused_7_high, fused_3_low+fused_7_high+fused_8_medium, fused_4_medium+fused_9_high, fused_10_medium, fused_10_verylow+fused_8_high+fused_9_low, fused_10_low+fused_3_low+fused_8_high, fused_11_high+fused_7_medium, fused_10_verylow+fused_11_high+fused_6_verylow, fused_10_verylow+fused_1_medium+fused_2_high+fused_5_verylow+fused_6_verylow+fused_7_medium+fused_8_high, fused_10_verylow+fused_2_high+fused_9_low, fused_10_verylow+fused_3_medium+fused_9_low, fused_10_verylow+fused_4_veryhigh+fused_8_medium, fused_1_medium+fused_2_high+fused_3_low+fused_4_high+fused_5_verylow+fused_6_verylow+fused_7_medium+fused_9_medium, fused_1_medium+fused_2_high+fused_7_high, fused_3_low+fused_9_high, fused_11_high+fused_6_low+fused_9_high, fused_3_low+fused_7_high+fused_8_high, fused_11_veryhigh+fused_1_medium+fused_2_high+fused_3_low+fused_4_high+fused_5_verylow+fused_6_verylow+fused_8_high+fused_9_medium, fused_4_medium+fused_5_low, fused_10_verylow+fused_1_low+fused_2_medium, fused_11_high+fused_5_verylow+fused_8_high, fused_10_low+fused_3_low+fused_6_verylow+fused_9_medium, fused_10_verylow+fused_11_veryhigh+fused_1_medium+fused_2_high+fused_3_low+fused_5_verylow+fused_6_verylow+fused_9_medium, fused_10_verylow+fused_1_medium+fused_2_high+fused_6_verylow+fused_8_high+fused_9_medium, fused_11_high+fused_1_high, fused_11_high+fused_4_high+fused_6_verylow, fused_1_low+fused_5_verylow, fused_1_medium+fused_3_low+fused_6_verylow+fused_7_high+fused_9_medium, fused_2_high+fused_3_low+fused_6_verylow+fused_7_high+fused_9_medium, fused_10_verylow+fused_2_high+fused_3_low+fused_4_high+fused_6_verylow+fused_8_high, fused_11_high+fused_8_medium, fused_11_veryhigh+fused_3_low+fused_6_verylow+fused_8_medium, fused_1_medium+fused_2_high+fused_3_low+fused_4_high+fused_5_verylow+fused_6_verylow+fused_7_medium+fused_8_high, fused_4_veryhigh+fused_8_high, fused_10_verylow+fused_11_veryhigh+fused_1_medium+fused_2_high+fused_5_verylow+fused_6_verylow+fused_7_medium, fused_10_verylow+fused_1_low+fused_6_verylow, fused_10_verylow+fused_1_medium+fused_2_high+fused_3_low+fused_5_verylow+fused_6_verylow+fused_7_medium, fused_10_verylow+fused_3_low+fused_4_high+fused_6_verylow+fused_8_high+fused_9_medium, fused_10_verylow+fused_7_medium+fused_9_low, fused_1_high+fused_5_low+fused_7_high, fused_5_verylow+fused_6_verylow+fused_7_high, fused_10_low+fused_11_high, fused_10_verylow+fused_11_veryhigh+fused_4_veryhigh+fused_5_verylow+fused_6_verylow, fused_10_verylow+fused_1_medium+fused_3_low+fused_4_high+fused_6_verylow+fused_8_high, fused_11_high+fused_1_medium+fused_5_verylow, fused_11_high+fused_3_low+fused_5_verylow, fused_1_high+fused_3_low+fused_5_low, fused_10_verylow+fused_11_high+fused_3_medium, fused_10_verylow+fused_11_veryhigh+fused_6_verylow+fused_8_high+fused_9_medium, fused_10_verylow+fused_1_medium+fused_5_verylow+fused_6_verylow+fused_8_high+fused_9_medium, fused_10_verylow+fused_2_high+fused_3_low+fused_5_verylow+fused_6_verylow+fused_7_medium+fused_8_high, fused_10_verylow+fused_2_high+fused_3_low+fused_6_verylow+fused_8_high+fused_9_medium, fused_10_verylow+fused_2_high+fused_5_verylow+fused_6_verylow+fused_8_high+fused_9_medium, fused_10_verylow+fused_3_medium+fused_4_veryhigh, fused_1_high+fused_5_low+fused_9_high, fused_1_medium+fused_2_high+fused_3_low+fused_5_verylow+fused_6_verylow+fused_7_medium+fused_8_high+fused_9_medium, fused_1_medium+fused_2_high+fused_4_high+fused_5_verylow+fused_6_verylow+fused_7_medium+fused_8_high+fused_9_medium, fused_2_high+fused_7_high+fused_8_medium, fused_3_verylow, fused_5_low+fused_6_low+fused_9_high, fused_10_verylow+fused_1_medium+fused_2_high+fused_4_high+fused_5_verylow+fused_6_verylow+fused_8_high, fused_10_verylow+fused_1_medium+fused_3_low+fused_6_verylow+fused_8_high+fused_9_medium, fused_10_verylow+fused_7_medium+fused_9_medium, fused_11_high+fused_1_low, fused_2_low, fused_3_low+fused_5_verylow+fused_7_high, fused_10_low+fused_1_medium+fused_3_low+fused_9_medium, fused_10_verylow+fused_11_veryhigh+fused_2_high+fused_4_high+fused_5_verylow+fused_6_verylow, fused_10_verylow+fused_11_veryhigh+fused_2_high+fused_5_verylow+fused_6_verylow+fused_7_medium+fused_8_high, fused_10_verylow+fused_4_high+fused_5_verylow+fused_6_verylow+fused_7_medium, fused_10_verylow+fused_4_veryhigh+fused_5_verylow+fused_6_verylow+fused_9_low, fused_11_veryhigh+fused_6_verylow+fused_9_low, fused_3_low+fused_5_verylow+fused_6_verylow+fused_8_medium, fused_7_high+fused_9_high, fused_10_low+fused_1_medium+fused_6_verylow, fused_10_verylow+fused_1_medium+fused_2_high+fused_3_low+fused_4_high+fused_5_verylow+fused_6_verylow+fused_9_medium, fused_11_high+fused_3_low+fused_7_high, fused_11_high+fused_5_low+fused_8_high, fused_3_medium+fused_5_verylow, fused_4_veryhigh+fused_9_medium, fused_10_low+fused_1_medium+fused_4_high+fused_9_medium, fused_10_verylow+fused_6_verylow+fused_8_medium, fused_11_high+fused_3_low+fused_4_medium, fused_11_high+fused_4_high+fused_5_verylow, fused_11_veryhigh+fused_1_medium+fused_4_high+fused_5_verylow+fused_6_verylow+fused_7_medium, fused_11_veryhigh+fused_3_low+fused_6_verylow+fused_7_high+fused_9_medium, fused_1_high+fused_8_high, fused_1_medium+fused_2_high+fused_3_low+fused_4_high+fused_5_verylow+fused_7_medium+fused_8_high+fused_9_medium, fused_2_high+fused_4_high+fused_7_high, fused_4_veryhigh+fused_6_verylow+fused_7_medium, fused_10_low+fused_1_medium+fused_2_high, fused_10_low+fused_2_high+fused_3_low+fused_4_high+fused_9_medium, fused_10_low+fused_3_low+fused_4_high+fused_6_verylow, fused_10_verylow+fused_2_high+fused_4_high+fused_6_verylow+fused_8_high+fused_9_medium, fused_10_verylow+fused_3_low+fused_4_high+fused_5_verylow+fused_6_verylow+fused_8_high, fused_10_verylow+fused_3_low+fused_5_verylow+fused_8_high+fused_9_medium, fused_11_high+fused_9_low, fused_11_veryhigh+fused_5_verylow+fused_6_verylow+fused_7_medium+fused_8_high+fused_9_medium, fused_2_high+fused_3_low+fused_4_high+fused_5_verylow+fused_6_verylow+fused_7_medium+fused_8_high+fused_9_medium, fused_10_low+fused_1_medium+fused_5_verylow, fused_10_verylow+fused_11_veryhigh+fused_1_medium+fused_2_high+fused_3_low+fused_4_high+fused_6_verylow+fused_9_medium, fused_10_verylow+fused_11_veryhigh+fused_1_medium+fused_3_low+fused_4_high+fused_5_verylow+fused_6_verylow, fused_10_verylow+fused_1_medium+fused_4_high+fused_6_verylow+fused_8_high+fused_9_medium, fused_10_verylow+fused_2_medium+fused_9_low, fused_10_verylow+fused_5_low, fused_11_medium+fused_6_medium, fused_11_veryhigh+fused_1_medium+fused_2_high+fused_5_verylow+fused_6_verylow+fused_7_medium+fused_9_medium, fused_11_veryhigh+fused_1_medium+fused_7_high, fused_11_veryhigh+fused_2_high+fused_4_high+fused_5_verylow+fused_6_verylow+fused_7_medium","[327, 417, 673, 230, 152]",0.8,0.9,4.0,ok,
38,uniform,7,1.0,0.4068583846092224,0,,[],,,,baseline_no_features,
39,uniform,7,0.95,0.4068583846092224,0,,[],,,,baseline_no_features,
40,uniform,7,0.9,0.4068583846092224,0,,[],,,,baseline_no_features,
41,uniform,7,0.85,0.4068583846092224,0,,[],,,,baseline_no_features,
42,uniform,7,0.8,0.4068583846092224,0,,[],,,,baseline_no_features,
43,uniform,7,0.75,0.4068583846092224,0,,[],,,,baseline_no_features,
44,uniform,7,0.7,0.4068583846092224,0,,[],,,,baseline_no_features,
45,uniform,7,0.65,0.4068583846092224,0,,[],,,,baseline_no_features,
46,uniform,7,0.6,0.4068583846092224,0,,[],,,,baseline_no_features,
47,uniform,7,0.55,0.4068583846092224,0,,[],,,,baseline_no_features,
48,uniform,7,0.5,0.4068583846092224,0,,[],,,,baseline_no_features,
49,uniform,7,0.45,0.29313337802886963,1,fused_8_high,"[166, 200, 787, 387, 259]",0.1,0.1,5.0,ok,
50,uniform,7,0.4,0.3235774636268616,3,"fused_8_high, fused_11_veryhigh, fused_4_veryhigh","[167, 245, 652, 464, 271]",0.8,0.7,3.0,ok,
51,uniform,7,0.35,0.3249882757663727,7,"fused_8_high, fused_11_veryhigh, fused_4_veryhigh, fused_3_low, fused_2_veryhigh, fused_10_megalow, fused_6_megalow","[173, 472, 603, 293, 258]",0.9,0.1,5.0,ok,
52,uniform,7,0.3,0.2764758765697479,13,"fused_8_high, fused_11_veryhigh, fused_4_veryhigh, fused_3_low, fused_2_veryhigh, fused_10_megalow, fused_6_megalow, fused_1_medium, fused_9_medium, fused_5_verylow, fused_9_low, fused_5_megalow, fused_10_verylow","[180, 471, 527, 301, 320]",0.9,0.7,4.0,ok,
53,uniform,7,0.25,0.24683886766433716,16,"fused_8_high, fused_2_veryhigh, fused_1_medium, fused_9_medium, fused_5_verylow, fused_9_low, fused_5_megalow, fused_10_verylow, fused_3_verylow, fused_6_verylow, fused_2_high, fused_10_megalow+fused_4_veryhigh, fused_7_medium, fused_3_low+fused_6_megalow, fused_4_veryhigh+fused_6_megalow, fused_11_veryhigh+fused_3_low","[199, 432, 307, 468, 393]",0.9,0.5,2.0,ok,
54,uniform,7,0.2,0.20422373712062836,29,"fused_9_medium, fused_5_verylow, fused_10_verylow, fused_3_verylow, fused_2_high, fused_10_megalow+fused_4_veryhigh, fused_7_medium, fused_11_veryhigh+fused_3_low, fused_4_veryhigh+fused_9_low, fused_10_megalow+fused_9_low, fused_1_low, fused_7_high, fused_8_medium, fused_10_megalow+fused_3_low, fused_5_megalow+fused_6_megalow, fused_11_veryhigh+fused_8_high, fused_3_low+fused_5_megalow, fused_11_veryhigh+fused_2_veryhigh, fused_11_veryhigh+fused_6_megalow, fused_2_veryhigh+fused_8_high, fused_11_veryhigh+fused_6_verylow, fused_4_veryhigh+fused_5_megalow, fused_11_veryhigh+fused_1_medium, fused_11_veryhigh+fused_4_veryhigh, fused_11_veryhigh+fused_5_megalow, fused_1_medium+fused_6_megalow, fused_10_megalow+fused_11_veryhigh, fused_10_megalow+fused_6_megalow, fused_3_low+fused_4_veryhigh+fused_6_megalow","[361, 279, 352, 413, 394]",0.8,0.9,3.0,ok,
55,uniform,7,0.15,0.187224343419075,61,"fused_7_high, fused_8_medium, fused_11_veryhigh+fused_8_high, fused_11_veryhigh+fused_2_veryhigh, fused_11_veryhigh+fused_6_verylow, fused_11_veryhigh+fused_1_medium, fused_1_medium+fused_9_medium, fused_11_veryhigh+fused_5_verylow, fused_11_veryhigh+fused_9_medium, fused_10_megalow+fused_4_veryhigh+fused_9_low, fused_10_verylow+fused_9_medium, fused_4_veryhigh+fused_8_high, fused_1_medium+fused_2_veryhigh, fused_4_veryhigh+fused_5_megalow+fused_6_megalow, fused_2_high+fused_3_low, fused_11_high, fused_6_megalow+fused_8_high, fused_2_high+fused_4_veryhigh, fused_3_low+fused_5_megalow+fused_6_megalow, fused_1_medium+fused_5_megalow, fused_5_low, fused_10_megalow+fused_11_veryhigh+fused_3_low, fused_5_verylow+fused_8_high, fused_6_megalow+fused_9_medium, fused_7_veryhigh, fused_2_high+fused_6_megalow, fused_3_low+fused_8_high, fused_11_veryhigh+fused_2_high, fused_6_megalow+fused_9_low, fused_7_low, fused_3_low+fused_4_veryhigh+fused_5_megalow, fused_10_megalow+fused_11_veryhigh+fused_4_veryhigh, fused_10_megalow+fused_1_low, fused_11_veryhigh+fused_3_low+fused_6_megalow, fused_2_veryhigh+fused_5_verylow, fused_1_medium+fused_8_high, fused_10_megalow+fused_3_low+fused_9_low, fused_1_medium+fused_4_veryhigh+fused_6_megalow, fused_11_veryhigh+fused_4_veryhigh+fused_6_megalow, fused_11_veryhigh+fused_3_low+fused_5_megalow, fused_11_veryhigh+fused_3_low+fused_4_veryhigh, fused_8_high+fused_9_medium, fused_2_high+fused_5_megalow, fused_3_low+fused_9_medium, fused_10_megalow+fused_2_high, fused_1_medium+fused_3_low+fused_6_megalow, fused_3_verylow+fused_5_verylow, fused_11_veryhigh+fused_7_medium, fused_10_megalow+fused_4_veryhigh+fused_5_megalow, fused_1_low+fused_4_veryhigh, fused_8_veryhigh, fused_10_megalow+fused_3_low+fused_4_veryhigh+fused_6_megalow, fused_10_megalow+fused_5_megalow+fused_9_low, fused_5_verylow+fused_6_verylow, fused_6_low, fused_4_megahigh, fused_11_veryhigh+fused_4_high, fused_2_veryhigh+fused_3_verylow+fused_8_high, fused_3_low+fused_7_medium, fused_9_high, fused_5_megalow+fused_6_megalow+fused_7_medium","[263, 385, 324, 537, 290]",0.9,0.9,2.0,ok,
